Quarter,الربع السنوي,Description,HeaderField_Id,Title,HeaderField_Id2,العنوان,Quarter_Number,Type,الوصف,Year,Value,Item_id,النوع
"First Quarter","الربع الأول","Value","22489","Other","23249","أخرى","1","Building","قيمة","2019","89932102","362884","مبنى"
"First Quarter","الربع الأول","Number","22490","Other","23249","أخرى","1","Building","عدد","2019","43","362884","مبنى"
"First Quarter","الربع الأول","Value","22491","Other","23250","أخرى","1","Land","قيمة","2019","3557313516","362884","أرض"
"First Quarter","الربع الأول","Number","22492","Other","23250","أخرى","1","Land","عدد","2019","225","362884","أرض"
"Second Quarter","الربع الثاني","Value","22487","Sales","23248","المبايعات","2","Units","قيمة","2019","11009854592","362882","وحده"
"Second Quarter","الربع الثاني","Number","22488","Sales","23248","المبايعات","2","Units","عدد","2019","7045","362882","وحده"
"Second Quarter","الربع الثاني","Value","22489","Sales","23249","المبايعات","2","Building","قيمة","2019","1473111271","362882","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Sales","23249","المبايعات","2","Building","عدد","2019","912","362882","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Sales","23250","المبايعات","2","Land","قيمة","2019","6196921890","362882","أرض"
"Second Quarter","الربع الثاني","Number","22492","Sales","23250","المبايعات","2","Land","عدد","2019","1098","362882","أرض"
"Second Quarter","الربع الثاني","Value","22487","Mortgages","23248","الرهون","2","Units","قيمة","2019","1555601561","362883","وحده"
"Second Quarter","الربع الثاني","Number","22488","Mortgages","23248","الرهون","2","Units","عدد","2019","1458","362883","وحده"
"Second Quarter","الربع الثاني","Value","22489","Mortgages","23249","الرهون","2","Building","قيمة","2019","346154904","362883","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Mortgages","23249","الرهون","2","Building","عدد","2019","253","362883","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Mortgages","23250","الرهون","2","Land","قيمة","2019","33219291938","362883","أرض"
"Second Quarter","الربع الثاني","Number","22492","Mortgages","23250","الرهون","2","Land","عدد","2019","978","362883","أرض"
"Second Quarter","الربع الثاني","Value","22487","Other","23248","أخرى","2","Units","قيمة","2019","1358108994","362884","وحده"
"Second Quarter","الربع الثاني","Number","22488","Other","23248","أخرى","2","Units","عدد","2019","896","362884","وحده"
"Second Quarter","الربع الثاني","Value","22489","Other","23249","أخرى","2","Building","قيمة","2019","320450045","362884","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Other","23249","أخرى","2","Building","عدد","2019","32","362884","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Other","23250","أخرى","2","Land","قيمة","2019","5218976089","362884","أرض"
"Second Quarter","الربع الثاني","Number","22492","Other","23250","أخرى","2","Land","عدد","2019","263","362884","أرض"
"Third Quarter","الربع الثالث","Value","22487","Sales","23248","المبايعات","3","Units","قيمة","2019","9301229181","362882","وحده"
"Third Quarter","الربع الثالث","Number","22488","Sales","23248","المبايعات","3","Units","عدد","2019","7294","362882","وحده"
"Third Quarter","الربع الثالث","Value","22489","Sales","23249","المبايعات","3","Building","قيمة","2019","2468723323","362882","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Sales","23249","المبايعات","3","Building","عدد","2019","1506","362882","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Sales","23250","المبايعات","3","Land","قيمة","2019","6127018941","362882","أرض"
"Third Quarter","الربع الثالث","Number","22492","Sales","23250","المبايعات","3","Land","عدد","2019","1066","362882","أرض"
"Third Quarter","الربع الثالث","Value","22487","Mortgages","23248","الرهون","3","Units","قيمة","2019","3555379536","362883","وحده"
"Third Quarter","الربع الثالث","Number","22488","Mortgages","23248","الرهون","3","Units","عدد","2019","2008","362883","وحده"
"Third Quarter","الربع الثالث","Value","22489","Mortgages","23249","الرهون","3","Building","قيمة","2019","410234480","362883","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Mortgages","23249","الرهون","3","Building","عدد","2019","286","362883","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Mortgages","23250","الرهون","3","Land","قيمة","2019","16861049086","362883","أرض"
"Third Quarter","الربع الثالث","Number","22492","Mortgages","23250","الرهون","3","Land","عدد","2019","1127","362883","أرض"
"Third Quarter","الربع الثالث","Value","22487","Other","23248","أخرى","3","Units","قيمة","2019","749682248","362884","وحده"
"Third Quarter","الربع الثالث","Number","22488","Other","23248","أخرى","3","Units","عدد","2019","628","362884","وحده"
"Third Quarter","الربع الثالث","Value","22489","Other","23249","أخرى","3","Building","قيمة","2019","76151523","362884","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Other","23249","أخرى","3","Building","عدد","2019","30","362884","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Other","23250","أخرى","3","Land","قيمة","2019","3107306831","362884","أرض"
"Third Quarter","الربع الثالث","Number","22492","Other","23250","أخرى","3","Land","عدد","2019","165","362884","أرض"
"Fourth Quarter","الربع الرابع","Value","22487","Sales","23248","المبايعات","4","Units","قيمة","2019","12405693289","362882","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Sales","23248","المبايعات","4","Units","عدد","2019","9031","362882","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Sales","23249","المبايعات","4","Building","قيمة","2019","4120630994","362882","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Sales","23249","المبايعات","4","Building","عدد","2019","2190","362882","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Sales","23250","المبايعات","4","Land","قيمة","2019","7440264834","362882","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Sales","23250","المبايعات","4","Land","عدد","2019","1150","362882","أرض"
"Fourth Quarter","الربع الرابع","Value","22487","Mortgages","23248","الرهون","4","Units","قيمة","2019","10075909185","362883","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Mortgages","23248","الرهون","4","Units","عدد","2019","1795","362883","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Mortgages","23249","الرهون","4","Building","قيمة","2019","1238671791","362883","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Mortgages","23249","الرهون","4","Building","عدد","2019","500","362883","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Mortgages","23250","الرهون","4","Land","قيمة","2019","28583600188","362883","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Mortgages","23250","الرهون","4","Land","عدد","2019","1234","362883","أرض"
"Fourth Quarter","الربع الرابع","Value","22487","Other","23248","أخرى","4","Units","قيمة","2019","658993617","362884","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Other","23248","أخرى","4","Units","عدد","2019","544","362884","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Other","23249","أخرى","4","Building","قيمة","2019","226090287","362884","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Other","23249","أخرى","4","Building","عدد","2019","69","362884","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Other","23250","أخرى","4","Land","قيمة","2019","3018162237","362884","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Other","23250","أخرى","4","Land","عدد","2019","194","362884","أرض"
"First Quarter","الربع الأول","Value","22487","Sales","23248","المبايعات","1","Units","قيمة","2020","10105036194","362882","وحده"
"First Quarter","الربع الأول","Number","22488","Sales","23248","المبايعات","1","Units","عدد","2020","7877","362882","وحده"
"First Quarter","الربع الأول","Value","22489","Sales","23249","المبايعات","1","Building","قيمة","2020","2103938867","362882","مبنى"
"First Quarter","الربع الأول","Number","22490","Sales","23249","المبايعات","1","Building","عدد","2020","1180","362882","مبنى"
"First Quarter","الربع الأول","Value","22491","Sales","23250","المبايعات","1","Land","قيمة","2020","9156873548","362882","أرض"
"First Quarter","الربع الأول","Number","22492","Sales","23250","المبايعات","1","Land","عدد","2020","1064","362882","أرض"
"First Quarter","الربع الأول","Value","22487","Mortgages","23248","الرهون","1","Units","قيمة","2020","1994841166","362883","وحده"
"First Quarter","الربع الأول","Number","22488","Mortgages","23248","الرهون","1","Units","عدد","2020","1699","362883","وحده"
"First Quarter","الربع الأول","Value","22489","Mortgages","23249","الرهون","1","Building","قيمة","2020","710217251","362883","مبنى"
"First Quarter","الربع الأول","Number","22490","Mortgages","23249","الرهون","1","Building","عدد","2020","507","362883","مبنى"
"First Quarter","الربع الأول","Value","22491","Mortgages","23250","الرهون","1","Land","قيمة","2020","19239565259","362883","أرض"
"First Quarter","الربع الأول","Number","22492","Mortgages","23250","الرهون","1","Land","عدد","2020","1365","362883","أرض"
"First Quarter","الربع الأول","Value","22487","Other","23248","أخرى","1","Units","قيمة","2020","821450043","362884","وحده"
"First Quarter","الربع الأول","Number","22488","Other","23248","أخرى","1","Units","عدد","2020","721","362884","وحده"
"First Quarter","الربع الأول","Value","22489","Other","23249","أخرى","1","Building","قيمة","2020","53083288","362884","مبنى"
"First Quarter","الربع الأول","Number","22490","Other","23249","أخرى","1","Building","عدد","2020","34","362884","مبنى"
"First Quarter","الربع الأول","Value","22491","Other","23250","أخرى","1","Land","قيمة","2020","3366872533","362884","أرض"
"First Quarter","الربع الأول","Number","22492","Other","23250","أخرى","1","Land","عدد","2020","242","362884","أرض"
"Second Quarter","الربع الثاني","Value","22487","Sales","23248","المبايعات","2","Units","قيمة","2020","5707902301","362882","وحده"
"Second Quarter","الربع الثاني","Number","22488","Sales","23248","المبايعات","2","Units","عدد","2020","4311","362882","وحده"
"Second Quarter","الربع الثاني","Value","22489","Sales","23249","المبايعات","2","Building","قيمة","2020","1082282139","362882","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Sales","23249","المبايعات","2","Building","عدد","2020","570","362882","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Sales","23250","المبايعات","2","Land","قيمة","2020","4175985216","362882","أرض"
"Second Quarter","الربع الثاني","Number","22492","Sales","23250","المبايعات","2","Land","عدد","2020","674","362882","أرض"
"Second Quarter","الربع الثاني","Value","22487","Mortgages","23248","الرهون","2","Units","قيمة","2020","905584551","362883","وحده"
"Second Quarter","الربع الثاني","Number","22488","Mortgages","23248","الرهون","2","Units","عدد","2020","719","362883","وحده"
"Second Quarter","الربع الثاني","Value","22489","Mortgages","23249","الرهون","2","Building","قيمة","2020","358779716","362883","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Mortgages","23249","الرهون","2","Building","عدد","2020","286","362883","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Mortgages","23250","الرهون","2","Land","قيمة","2020","8730833232","362883","أرض"
"Second Quarter","الربع الثاني","Number","22492","Mortgages","23250","الرهون","2","Land","عدد","2020","858","362883","أرض"
"Second Quarter","الربع الثاني","Value","22487","Other","23248","أخرى","2","Units","قيمة","2020","370332414","362884","وحده"
"Second Quarter","الربع الثاني","Number","22488","Other","23248","أخرى","2","Units","عدد","2020","230","362884","وحده"
"Second Quarter","الربع الثاني","Value","22489","Other","23249","أخرى","2","Building","قيمة","2020","31683141","362884","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Other","23249","أخرى","2","Building","عدد","2020","20","362884","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Other","23250","أخرى","2","Land","قيمة","2020","2928183878","362884","أرض"
"Second Quarter","الربع الثاني","Number","22492","Other","23250","أخرى","2","Land","عدد","2020","110","362884","أرض"
"Third Quarter","الربع الثالث","Value","22487","Sales","23248","المبايعات","3","Units","قيمة","2020","6945938394","362882","وحده"
"Third Quarter","الربع الثالث","Number","22488","Sales","23248","المبايعات","3","Units","عدد","2020","5878","362882","وحده"
"Third Quarter","الربع الثالث","Value","22489","Sales","23249","المبايعات","3","Building","قيمة","2020","2200344097","362882","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Sales","23249","المبايعات","3","Building","عدد","2020","1262","362882","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Sales","23250","المبايعات","3","Land","قيمة","2020","8927852591","362882","أرض"
"Third Quarter","الربع الثالث","Number","22492","Sales","23250","المبايعات","3","Land","عدد","2020","1495","362882","أرض"
"Third Quarter","الربع الثالث","Value","22487","Mortgages","23248","الرهون","3","Units","قيمة","2020","1603218183","362883","وحده"
"Third Quarter","الربع الثالث","Number","22488","Mortgages","23248","الرهون","3","Units","عدد","2020","1409","362883","وحده"
"Third Quarter","الربع الثالث","Value","22489","Mortgages","23249","الرهون","3","Building","قيمة","2020","639635343","362883","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Mortgages","23249","الرهون","3","Building","عدد","2020","492","362883","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Mortgages","23250","الرهون","3","Land","قيمة","2020","34614344860","362883","أرض"
"Third Quarter","الربع الثالث","Number","22492","Mortgages","23250","الرهون","3","Land","عدد","2020","1799","362883","أرض"
"Third Quarter","الربع الثالث","Value","22487","Other","23248","أخرى","3","Units","قيمة","2020","693088894","362884","وحده"
"Third Quarter","الربع الثالث","Number","22488","Other","23248","أخرى","3","Units","عدد","2020","526","362884","وحده"
"Third Quarter","الربع الثالث","Value","22489","Other","23249","أخرى","3","Building","قيمة","2020","83869719","362884","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Other","23249","أخرى","3","Building","عدد","2020","55","362884","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Other","23250","أخرى","3","Land","قيمة","2020","3985758410","362884","أرض"
"Third Quarter","الربع الثالث","Number","22492","Other","23250","أخرى","3","Land","عدد","2020","317","362884","أرض"
"Fourth Quarter","الربع الرابع","Value","22487","Sales","23248","المبايعات","4","Units","قيمة","2020","9480383598","362882","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Sales","23248","المبايعات","4","Units","عدد","2020","7760","362882","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Sales","23249","المبايعات","4","Building","قيمة","2020","2708956943","362882","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Sales","23249","المبايعات","4","Building","عدد","2020","1451","362882","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Sales","23250","المبايعات","4","Land","قيمة","2020","9661584496","362882","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Sales","23250","المبايعات","4","Land","عدد","2020","1793","362882","أرض"
"Fourth Quarter","الربع الرابع","Value","22487","Mortgages","23248","الرهون","4","Units","قيمة","2020","1448585094","362883","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Mortgages","23248","الرهون","4","Units","عدد","2020","1505","362883","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Mortgages","23249","الرهون","4","Building","قيمة","2020","759147160","362883","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Mortgages","23249","الرهون","4","Building","عدد","2020","569","362883","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Mortgages","23250","الرهون","4","Land","قيمة","2020","16545931156","362883","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Mortgages","23250","الرهون","4","Land","عدد","2020","1729","362883","أرض"
"Fourth Quarter","الربع الرابع","Value","22487","Other","23248","أخرى","4","Units","قيمة","2020","731717857","362884","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Other","23248","أخرى","4","Units","عدد","2020","507","362884","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Other","23249","أخرى","4","Building","قيمة","2020","74549484","362884","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Other","23249","أخرى","4","Building","عدد","2020","43","362884","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Other","23250","أخرى","4","Land","قيمة","2020","1815274328","362884","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Other","23250","أخرى","4","Land","عدد","2020","225","362884","أرض"
"First Quarter","الربع الأول","Value","22487","Sales","23248","المبايعات","1","Units","قيمة","2021","10980208082","362882","وحده"
"First Quarter","الربع الأول","Number","22488","Sales","23248","المبايعات","1","Units","عدد","2021","8187","362882","وحده"
"First Quarter","الربع الأول","Value","22489","Sales","23249","المبايعات","1","Building","قيمة","2021","976640295","362882","مبنى"
"First Quarter","الربع الأول","Number","22490","Sales","23249","المبايعات","1","Building","عدد","2021","72","362882","مبنى"
"First Quarter","الربع الأول","Value","22491","Sales","23250","المبايعات","1","Land","قيمة","2021","6003629986","362882","أرض"
"First Quarter","الربع الأول","Number","22492","Sales","23250","المبايعات","1","Land","عدد","2021","1197","362882","أرض"
"First Quarter","الربع الأول","Value","26166","Sales","26165","المبايعات","1","Villa","قيمة","2021","7190532425","362882","فيلا"
"First Quarter","الربع الأول","Number","26167","Sales","26165","المبايعات","1","Villa","عدد","2021","2297","362882","فيلا"
"First Quarter","الربع الأول","Value","22487","Mortgages","23248","الرهون","1","Units","قيمة","2021","3275431354","362883","وحده"
"First Quarter","الربع الأول","Number","22488","Mortgages","23248","الرهون","1","Units","عدد","2021","2832","362883","وحده"
"First Quarter","الربع الأول","Value","22489","Mortgages","23249","الرهون","1","Building","قيمة","2021","12567881837","362883","مبنى"
"First Quarter","الربع الأول","Number","22490","Mortgages","23249","الرهون","1","Building","عدد","2021","133","362883","مبنى"
"First Quarter","الربع الأول","Value","22491","Mortgages","23250","الرهون","1","Land","قيمة","2021","18330377812","362883","أرض"
"First Quarter","الربع الأول","Number","22492","Mortgages","23250","الرهون","1","Land","عدد","2021","1106","362883","أرض"
"First Quarter","الربع الأول","Value","26166","Mortgages","26165","الرهون","1","Villa","قيمة","2021","5326044118","362883","فيلا"
"First Quarter","الربع الأول","Number","26167","Mortgages","26165","الرهون","1","Villa","عدد","2021","2019","362883","فيلا"
"First Quarter","الربع الأول","Value","22487","Other","23248","أخرى","1","Units","قيمة","2021","705141489","362884","وحده"
"First Quarter","الربع الأول","Number","22488","Other","23248","أخرى","1","Units","عدد","2021","475","362884","وحده"
"First Quarter","الربع الأول","Value","22489","Other","23249","أخرى","1","Building","قيمة","2021","2442739804","362884","مبنى"
"First Quarter","الربع الأول","Number","22490","Other","23249","أخرى","1","Building","عدد","2021","64","362884","مبنى"
"First Quarter","الربع الأول","Value","22491","Other","23250","أخرى","1","Land","قيمة","2021","730202589","362884","أرض"
"First Quarter","الربع الأول","Number","22492","Other","23250","أخرى","1","Land","عدد","2021","87","362884","أرض"
"First Quarter","الربع الأول","Value","26166","Other","26165","أخرى","1","Villa","قيمة","2021","942650550","362884","فيلا"
"First Quarter","الربع الأول","Number","26167","Other","26165","أخرى","1","Villa","عدد","2021","214","362884","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Sales","23248","المبايعات","2","Units","قيمة","2021","15791954553","362882","وحده"
"Second Quarter","الربع الثاني","Number","22488","Sales","23248","المبايعات","2","Units","عدد","2021","10759","362882","وحده"
"Second Quarter","الربع الثاني","Value","22489","Sales","23249","المبايعات","2","Building","قيمة","2021","1107679776","362882","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Sales","23249","المبايعات","2","Building","عدد","2021","66","362882","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Sales","23250","المبايعات","2","Land","قيمة","2021","9262798949","362882","أرض"
"Second Quarter","الربع الثاني","Number","22492","Sales","23250","المبايعات","2","Land","عدد","2021","1567","362882","أرض"
"Second Quarter","الربع الثاني","Value","26166","Sales","26165","المبايعات","2","Villa","قيمة","2021","10601288624","362882","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Sales","26165","المبايعات","2","Villa","عدد","2021","3188","362882","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Mortgages","23248","الرهون","2","Units","قيمة","2021","2191929121","362883","وحده"
"Second Quarter","الربع الثاني","Number","22488","Mortgages","23248","الرهون","2","Units","عدد","2021","2018","362883","وحده"
"Second Quarter","الربع الثاني","Value","22489","Mortgages","23249","الرهون","2","Building","قيمة","2021","8331896931","362883","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Mortgages","23249","الرهون","2","Building","عدد","2021","114","362883","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Mortgages","23250","الرهون","2","Land","قيمة","2021","15858014865","362883","أرض"
"Second Quarter","الربع الثاني","Number","22492","Mortgages","23250","الرهون","2","Land","عدد","2021","907","362883","أرض"
"Second Quarter","الربع الثاني","Value","26166","Mortgages","26165","الرهون","2","Villa","قيمة","2021","4411371370","362883","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Mortgages","26165","الرهون","2","Villa","عدد","2021","1704","362883","فيلا"
"Second Quarter","الربع الثاني","Value","22487","Other","23248","أخرى","2","Units","قيمة","2021","795379017","362884","وحده"
"Second Quarter","الربع الثاني","Number","22488","Other","23248","أخرى","2","Units","عدد","2021","594","362884","وحده"
"Second Quarter","الربع الثاني","Value","22489","Other","23249","أخرى","2","Building","قيمة","2021","4044166916","362884","مبنى"
"Second Quarter","الربع الثاني","Number","22490","Other","23249","أخرى","2","Building","عدد","2021","33","362884","مبنى"
"Second Quarter","الربع الثاني","Value","22491","Other","23250","أخرى","2","Land","قيمة","2021","1230177307","362884","أرض"
"Second Quarter","الربع الثاني","Number","22492","Other","23250","أخرى","2","Land","عدد","2021","82","362884","أرض"
"Second Quarter","الربع الثاني","Value","26166","Other","26165","أخرى","2","Villa","قيمة","2021","848541310","362884","فيلا"
"Second Quarter","الربع الثاني","Number","26167","Other","26165","أخرى","2","Villa","عدد","2021","186","362884","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Sales","23248","المبايعات","3","Units","قيمة","2021","18665772927","362882","وحده"
"Third Quarter","الربع الثالث","Number","22488","Sales","23248","المبايعات","3","Units","عدد","2021","10785","362882","وحده"
"Third Quarter","الربع الثالث","Value","22489","Sales","23249","المبايعات","3","Building","قيمة","2021","1086225536","362882","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Sales","23249","المبايعات","3","Building","عدد","2021","68","362882","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Sales","23250","المبايعات","3","Land","قيمة","2021","11883838680","362882","أرض"
"Third Quarter","الربع الثالث","Number","22492","Sales","23250","المبايعات","3","Land","عدد","2021","1623","362882","أرض"
"Third Quarter","الربع الثالث","Value","26166","Sales","26165","المبايعات","3","Villa","قيمة","2021","10702556801","362882","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Sales","26165","المبايعات","3","Villa","عدد","2021","3432","362882","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Mortgages","23248","الرهون","3","Units","قيمة","2021","2134813717","362883","وحده"
"Third Quarter","الربع الثالث","Number","22488","Mortgages","23248","الرهون","3","Units","عدد","2021","1966","362883","وحده"
"Third Quarter","الربع الثالث","Value","22489","Mortgages","23249","الرهون","3","Building","قيمة","2021","12374052731","362883","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Mortgages","23249","الرهون","3","Building","عدد","2021","136","362883","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Mortgages","23250","الرهون","3","Land","قيمة","2021","9223303343","362883","أرض"
"Third Quarter","الربع الثالث","Number","22492","Mortgages","23250","الرهون","3","Land","عدد","2021","774","362883","أرض"
"Third Quarter","الربع الثالث","Value","26166","Mortgages","26165","الرهون","3","Villa","قيمة","2021","5095653263","362883","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Mortgages","26165","الرهون","3","Villa","عدد","2021","1615","362883","فيلا"
"Third Quarter","الربع الثالث","Value","22487","Other","23248","أخرى","3","Units","قيمة","2021","1663702405","362884","وحده"
"Third Quarter","الربع الثالث","Number","22488","Other","23248","أخرى","3","Units","عدد","2021","574","362884","وحده"
"Third Quarter","الربع الثالث","Value","22489","Other","23249","أخرى","3","Building","قيمة","2021","864561682","362884","مبنى"
"Third Quarter","الربع الثالث","Number","22490","Other","23249","أخرى","3","Building","عدد","2021","25","362884","مبنى"
"Third Quarter","الربع الثالث","Value","22491","Other","23250","أخرى","3","Land","قيمة","2021","1444040231","362884","أرض"
"Third Quarter","الربع الثالث","Number","22492","Other","23250","أخرى","3","Land","عدد","2021","65","362884","أرض"
"Third Quarter","الربع الثالث","Value","26166","Other","26165","أخرى","3","Villa","قيمة","2021","1617818767","362884","فيلا"
"Third Quarter","الربع الثالث","Number","26167","Other","26165","أخرى","3","Villa","عدد","2021","164","362884","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Sales","23248","المبايعات","4","Units","قيمة","2021","23209636548","362882","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Sales","23248","المبايعات","4","Units","عدد","2021","12331","362882","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Sales","23249","المبايعات","4","Building","قيمة","2021","760030384","362882","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Sales","23249","المبايعات","4","Building","عدد","2021","64","362882","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Sales","23250","المبايعات","4","Land","قيمة","2021","12411057333","362882","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Sales","23250","المبايعات","4","Land","عدد","2021","2044","362882","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Sales","26165","المبايعات","4","Villa","قيمة","2021","10340082093","362882","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Sales","26165","المبايعات","4","Villa","عدد","2021","3489","362882","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Mortgages","23248","الرهون","4","Units","قيمة","2021","3701016975","362883","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Mortgages","23248","الرهون","4","Units","عدد","2021","2154","362883","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Mortgages","23249","الرهون","4","Building","قيمة","2021","12365616353","362883","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Mortgages","23249","الرهون","4","Building","عدد","2021","220","362883","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Mortgages","23250","الرهون","4","Land","قيمة","2021","9428631047","362883","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Mortgages","23250","الرهون","4","Land","عدد","2021","843","362883","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Mortgages","26165","الرهون","4","Villa","قيمة","2021","3623060021","362883","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Mortgages","26165","الرهون","4","Villa","عدد","2021","1540","362883","فيلا"
"Fourth Quarter","الربع الرابع","Value","22487","Other","23248","أخرى","4","Units","قيمة","2021","1078863195","362884","وحده"
"Fourth Quarter","الربع الرابع","Number","22488","Other","23248","أخرى","4","Units","عدد","2021","845","362884","وحده"
"Fourth Quarter","الربع الرابع","Value","22489","Other","23249","أخرى","4","Building","قيمة","2021","528939430","362884","مبنى"
"Fourth Quarter","الربع الرابع","Number","22490","Other","23249","أخرى","4","Building","عدد","2021","36","362884","مبنى"
"Fourth Quarter","الربع الرابع","Value","22491","Other","23250","أخرى","4","Land","قيمة","2021","1021600754","362884","أرض"
"Fourth Quarter","الربع الرابع","Number","22492","Other","23250","أخرى","4","Land","عدد","2021","57","362884","أرض"
"Fourth Quarter","الربع الرابع","Value","26166","Other","26165","أخرى","4","Villa","قيمة","2021","661371560","362884","فيلا"
"Fourth Quarter","الربع الرابع","Number","26167","Other","26165","أخرى","4","Villa","عدد","2021","170","362884","فيلا"
"First Quarter","الربع الأول","Value","22487","Sales","23248","المبايعات","1","Units","قيمة","2022","24912212884","362882","وحده"
"First Quarter","الربع الأول","Number","22488","Sales","23248","المبايعات","1","Units","عدد","2022","14063","362882","وحده"
"First Quarter","الربع الأول","Value","22489","Sales","23249","المبايعات","1","Building","قيمة","2022","2857698263","362882","مبنى"
"First Quarter","الربع الأول","Number","22490","Sales","23249","المبايعات","1","Building","عدد","2022","74","362882","مبنى"
"First Quarter","الربع الأول","Value","22491","Sales","23250","المبايعات","1","Land","قيمة","2022","17795202886","362882","أرض"
"First Quarter","الربع الأول","Number","22492","Sales","23250","المبايعات","1","Land","عدد","2022","3268","362882","أرض"
"First Quarter","الربع الأول","Value","26166","Sales","26165","المبايعات","1","Villa","قيمة","2022","9942782098","362882","فيلا"
"First Quarter","الربع الأول","Number","26167","Sales","26165","المبايعات","1","Villa","عدد","2022","3132","362882","فيلا"
