project_name_en,rooms,is_registered,pre_registration_number,property_sub_type_id,parent_property_id,project_name_ar,area_id,unit_parking_number,zone_id,property_type_id,is_lease_hold,unit_number,parking_allocation_type_en,project_id,land_sub_number,master_project_id,land_type_ar,parking_allocation_type_ar,common_area,floor,munc_number,actual_common_area,rooms_ar,property_type_en,is_free_hold,land_type_en,master_project_en,land_number,rooms_en,area_name_en,property_type_ar,creation_date,parcel_id,load_timestamp,property_id,area_name_ar,actual_area,property_sub_type_en,grandparent_property_id,land_type_id,unit_balcony_area,parking_allocation_type,property_sub_type_ar,master_project_ar,munc_zip_code,building_number
"null","null","1","null","60","7457262","null","343","null","2","3","0","AAH08","null","null","0","23","تجارى","null","0","G","null","null","null","Unit","1","Commercial","International City Phase 1","311","null","Al Warsan First","وحدة","2021-09-20 00:00:00","null","2026-02-26 16:09:32","1116851369","ورسان الاولى","17.37","Flat","1703912769","4","0","null","شقه سكنيه","المدينة العالمية - المرحلة الاولى","621","1"
"null","1","1","null","60","586298694","null","409","null","2","3","0","204","null","null","0","96","تجارى","null","0","2","1300","null","غرفة","Unit","1","Commercial","Arjan","73","1 B/R","Al Barshaa South Third","وحدة","2022-07-25 00:00:00","6731300","2026-02-26 16:09:32","132777272","البرشاء جنوب الثالثة","60.38","Flat","43965185","4","10","null","شقه سكنيه","أرجان","673","1"
"Vincitore Dolce Vita","1","0","null","60","852860343","فينسيتور دولشي فيتا","409","1  0","2","3","0","R825","null","505253499","0","96","تجارى","null","0.26","8","108","39.79","غرفة","Unit","1","Commercial","Arjan","397","1 B/R","Al Barshaa South Third","وحدة","2023-06-20 00:00:00","6730108","2026-02-26 16:09:32","1487982129","البرشاء جنوب الثالثة","79.01","Flat","1168193457","4","22.52","null","شقه سكنيه","أرجان","673","1"
"null","2","0","null","60","1268057538","null","330","null","2","3","null","1002","null","null","0","null","null","null","30.4478","10","null","30.45","غرفتان","Unit","null","null","null","null","2 B/R","Marsa Dubai","وحدة","2009-06-10 00:00:00","null","2026-02-26 16:09:32","592434639","مرسى دبي","110.72","Flat","null","null","12","null","شقه سكنيه","null","392","ALDUAA MARINA TOWER"
"null","2","null","null","null","null","null","297","null","1","3","null","105","null","null","0","null","تجارى","null","1010","1","421","null","غرفتين و صالة","Unit","0","Commercial","null","256","2 bed rooms+hall","Al Warqa First","وحدة","2017-05-14 00:00:00","4210421","2026-02-26 16:09:32","1000853754662","الورقاء الاولى","1010","null","1000977610915","4","null","null","null","null","421","0"
"null","12","null","null","null","null","null","395","null","2","3","null","301","null","null","0","null","صناعى","null","23.2","3","1886","null","غرفه سكن عمال","Unit","0","Industrial","null","561","Room in labor Camp","Jabal Ali Industrial First","وحدة","2017-06-08 00:00:00","5991886","2026-02-26 16:09:32","1000144363657","جبل على الصناعية الأولى","23.2","null","1001425551098","3","null","null","null","null","599","0"
"null","null","null","null","null","null","null","240","null","1","null","null","48                  ","null","null","0","null","null","null","null","null","621","null","null","null","0","null","null","440","null","Port Saeed","null","2024-10-01 00:00:00","1290621","2026-02-26 16:09:32","1001483087310","بور سعيد","null","null","null","null","null","null","null","null","129","0"
"null","1","1","null","60","392280708","null","330","G483","2","3","0","2502","null","null","0","124","تجارى","null","0.38","25","551","1","غرفة","Unit","1","Commercial","Jumeriah Beach Residence  - JBR","170","1 B/R","Marsa Dubai","وحدة","null","3920551","2026-02-26 16:09:32","1481736447","مرسى دبي","99.76","Flat","180897962","4","4.09","null","شقه سكنيه","جميرا بيتش ريزيدنس  - الجيه بي آر ","392","2"
"null","null","null","null","null","null","null","360","null","1","null","null","LBRC0043            ","null","null","0","null","null","null","null","null","1756","null","null","null","0","null","null","241","null","Muhaisanah Second","null","2014-12-21 00:00:00","2641756","2026-02-26 16:09:32","1000548522091","محيصنه الثانيه","null","null","null","null","null","null","null","null","264","611"
"null","11","null","null","null","null","null","239","null","1","3","null","504","null","null","0","null","تجارى","null","145.16","5","326","null","أستوديو","Unit","0","Commercial","null","164","Studio","Al Baraha","وحدة","2013-02-17 00:00:00","1220326","2026-02-26 16:09:32","1000709902764","البراحه","145.16","null","1000103458607","4","null","null","null","null","122","164"
"Five at Jumeirah Village Circle Dubai","1","1","null","112","1320017668","فايف أت جميرا فيلج سيركل دبي","441","EU","2","3","0","3912","null","12745871","0","9","تجارى","null","0.18","39","7265","77.59","غرفة","Unit","1","Commercial","Jumeirah Village Circle","870","1 B/R","Al Barsha South Fourth","وحدة","2014-05-28 00:00:00","6817265","2026-02-26 16:09:32","22571166","البرشاء جنوب الرابعة","151.25","Hotel Rooms","1064062413","4","75.47","null","غرفة فندقية","قرية جميرا الدائرية","681","1"
"null","0","1","null","70","1810908998","null","459","null","2","3","1","WH-21","null","null","0","107","تجارى","null","0","G","225","null","غير معرف","Unit","0","Commercial","Dubai Investment Park Second","372","NA","Dubai Investment Park Second","وحدة","2016-09-20 00:00:00","5970225","2026-02-26 16:09:32","2093939149","مجمع دبي للاستثمار الثاني","121.22","Warehouse","611474009","4","0","null","مستودع","مجمع دبي للاستثمار الثاني","597","1"
"null","26","1","null","101","1824855388","null","443","null","2","3","0","2407","null","null","0","522","تجارى","null","0","24","356","null","استوديو","Unit","1","Commercial","Barsha Heights","62","Studio","Al Thanyah First","وحدة","2020-07-13 00:00:00","3830356","2026-02-26 16:09:32","1812295361","الثنيه الأولى","29.65","Hotel Apartment","894327600","4","0","null","شقة فندقية","مرتفعات برشا","383","1"
"null","422","null","null","null","null","null","368","null","2","3","null","OFF 110","null","null","0","null","تجارى","null","null","null","1437","null","مكتب","Unit","0","Commercial","null","589","Office","Al Barsha First","وحدة","2014-09-14 00:00:00","3731437","2026-02-26 16:09:32","1002022801555","البرشاء الاولى","30","null","1001003184325","4","null","null","null","null","373","null"
"AZIZI RIVIERA 67","2","1","null","60","2088131284","عزيزى ريفيرا67 ","412","B1-19","2","3","0","117","null","574563427","0","200","null","null","0.78","1","5094","118.09","غرفتان","Unit","1","null","Meydan One Community","1649","2 B/R","Al Merkadh","وحدة","2024-01-05 00:00:00","3475094","2026-02-26 16:09:32","1501489661","المركاض","81.72","Flat","1869985480","null","23.54","null","شقه سكنيه","مجمع ميدان ون","347","1"
"Azizi Venice 15","26","0","null","60","398398860","عزيزي فينيس 15","462","1","2","3","0","1213","null","754843259","0","123","null","null","0.03","12","1362","31.36","استوديو","Unit","1","null","Dubai World Central","7350","Studio","Madinat Al Mataar","وحدة","2025-05-06 00:00:00","5211362","2026-02-26 16:09:32","664611666","مدينة المطار","35.35","Flat","1607436184","null","7.09","null","شقه سكنيه","دبي ورلد سنترال","521","2"
"null","12","null","null","null","null","null","347","null","2","3","null","RM 238","null","null","0","null","صناعى","null","15","2","593","null","غرفه سكن عمال","Unit","0","Industrial","null","113","Room in labor Camp","Al Goze Third","وحدة","2023-01-28 00:00:00","3580593","2026-02-26 16:09:32","1000957935875","القوز الثالثه","15","null","1001918816338","3","null","null","null","null","358","0"
"null","2","null","null","null","1002022703759","null","305","null","1","3","null","129","null","null","0","null","تجارى","null","685","1","162","null","غرفتين و صالة","Unit","0","Commercial","null","169","2 bed rooms+hall","AL QUSAIS","وحدة","2012-07-24 00:00:00","2320162","2026-02-26 16:09:32","1000674778500","القصيص","685","null","1000139636087","4","null","null","null","null","232","169"
"Rose Gold Residences by Zee Development","26","0","null","60","2070026522","روز جولد رزيدينسز باي زيي ديفيلوبمنت","441","1","2","3","0","206","null","742522998","0","9","تجارى","null","0.32","2","6334","30.5","استوديو","Unit","1","Commercial","Jumeirah Village Circle","105","Studio","Al Barsha South Fourth","وحدة","2025-04-24 00:00:00","6816334","2026-02-26 16:09:32","940589068","البرشاء جنوب الرابعة","38.23","Flat","841060489","4","7.13","null","شقه سكنيه","قرية جميرا الدائرية","681","1"
"SEASONS COMMUNITY- AUTUMN","2","0","null","60","183746228","سيزون كومينتي - الخريف","441","null","2","3","null","SP413","null","142","0","null","null","null","null","4","null","null","غرفتان","Unit","null","null","null","null","2 B/R","Al Barsha South Fourth","وحدة","2009-05-13 00:00:00","null","2026-02-26 16:09:32","1255936042","البرشاء جنوب الرابعة","126.24","Flat","null","null","null","null","شقه سكنيه","null","681","SPRING CLUSTER G+4 - Without Retail"
"DAMAC TOWERS BY PARAMOUNT","26","1","null","112","2045785070"," داماك تاورز من باراماونت","526","EU","2","3","0","6014","null","443","0","112","تجارى","null","0.1","60","128","32.89","استوديو","Unit","1","Commercial","Business Bay","263","Studio","Business Bay","وحدة","2013-07-29 00:00:00","3460128","2026-02-26 16:09:32","1606412642","الخليج التجارى","45.7","Hotel Rooms","896402749","4","0","null","غرفة فندقية","الخليج التجاري","346","3"
"SABA TOWER 1","58","1","null","42","741511564"," سابا تاور 1","350","DMCC L1-1175,DMCC L1-1176","2","3","0","2202","null","461","0","19","تجارى","null","0.66","22","952","77.91","مكتب","Unit","1","Commercial","Jumeirah Lakes Towers","959","Office","Al Thanyah Fifth","وحدة","null","3930952","2026-02-26 16:09:32","1493281206","الثنيه الخامسة","222.61","Office","240504337","4","null","null","مكتب"," ابراج بحيرات الجميرا","393","2"
"null","421","null","null","null","null","null","367","null","2","3","null","SHOP 03","null","null","0","null","تجارى","null","null","null","477","null","محل","Unit","0","Commercial","null","627","Shop","Al Suq Al Kabeer","وحدة","2013-02-11 00:00:00","3120477","2026-02-26 16:09:32","1001564507906","السوق الكبير","50","null","1000919735820","4","null","null","null","null","312","null"
"null","421","null","null","null","null","null","339","null","1","3","null","15","null","null","0","null","تجارى","null","null","null","329","null","محل","Unit","0","Commercial","null","120","Shop","Al Mararr","وحدة","2012-11-06 00:00:00","1170329","2026-02-26 16:09:32","1000934785815","المرر","40","null","1001738492616","4","null","null","null","null","117","null"
"Palace Residences Hillside B","1","0","null","60","1073800260","بالاس رزيدنسز هيلسايد ب","482","1","2","3","0","1116","null","856356181","0","545","تجارى","null","0.25","11","7269","69.9","غرفة","Unit","1","Commercial","Dubai Hills Estate","5409","1 B/R","Hadaeq Sheikh Mohammed Bin Rashid","وحدة","2025-12-09 00:00:00","6317269","2026-02-26 16:09:32","514644385","حدائق الشيخ محمد بن راشد","68.22","Flat","1845320498","4","6.09","null","شقه سكنيه"," دبي هيلز استيت ","631","1"
"null","null","null","null","null","null","null","360","null","1","null","null","LBRC0211            ","null","null","0","null","null","null","null","null","641","null","null","null","0","null","null","472","null","Muhaisanah Second","null","2014-12-21 00:00:00","2640641","2026-02-26 16:09:32","1000455165364","محيصنه الثانيه","null","null","null","null","null","null","null","null","264","0"
"Azizi David","1","0","null","60","1054316349","عزيزي ديفيد","334","1","2","3","0","503","null","816616710","0","117","تجارى","null","0.53","5","1515","104.34","غرفة","Unit","1","Commercial","Sama Al Jadaf","244","1 B/R","Al Jadaf","وحدة","2026-01-23 00:00:00","3261515","2026-02-26 16:09:32","624630473","الجداف","58.04","Flat","2036850445","4","10.31","null","شقه سكنيه","سما الجداف","326","1"
"Wellington Ocean by ANK Motiwala Developments","1","0","null","60","48363801","ويلينغتون أوشن من تطوير شركة إيه إن كيه ميتولى","432","1","1","3","0","503","null","694302980","0","4","تجارى","null","1.33","5","531","72.42","غرفة","Unit","1","Commercial","Palm Deira","1464","1 B/R","Palm Deira","وحدة","2025-01-12 00:00:00","1010531","2026-02-26 16:09:32","922753613","نخلة ديرة","81.09","Flat","721756590","4","9.82","null","شقه سكنيه","نخلة ديرة","101","1"
